"id","full_name","age","gender","device_type","ad_position","browsing_history","time_of_day","click","row_id"
5567,"user5567",40,"non-binary","tablet","side","entertaiment","afternoon",0,1279
7582,"user7582",50,"male","tablet","side","entertaiment","night",0,1285
4391,"user4391",39,"non-binary","mobile","bottom","news","night",0,1287
7464,"user7464",52,"non-binary","tablet","bottom","news","afternoon",0,1288
9577,"user9577",40,"male","desktop","bottom","news","morning",0,1289
4683,"user4683",50,"non-binary","desktop","bottom","entertaiment","morning",0,1290
2114,"user2114",20,"male","tablet","bottom","entertaiment","morning",0,1291
9589,"user9589",54,"non-binary","tablet","bottom","shopping","night",0,1292
936,"user936",40,"female","desktop","bottom","news","afternoon",0,1293
2602,"user2602",61,"female","desktop","side","shopping","afternoon",1,1295
8622,"user8622",40,"non-binary","mobile","side","entertaiment","night",0,1300
3158,"user3158",47,"female","tablet","bottom","education","morning",0,1301
5110,"user5110",44,"female","tablet","top","shopping","morning",1,1303
718,"user718",19,"female","desktop","bottom","entertaiment","morning",0,1304
4848,"user4848",40,"female","desktop","bottom","entertaiment","night",1,1305
9572,"user9572",38,"female","mobile","bottom","social media","morning",1,1306
7248,"user7248",40,"non-binary","mobile","top","social media","evening",1,1307
7512,"user7512",40,"female","mobile","side","entertaiment","morning",0,1312
284,"user284",40,"non-binary","tablet","side","shopping","afternoon",1,1314
4844,"user4844",55,"female","desktop","bottom","education","afternoon",0,1315
4536,"user4536",40,"female","desktop","side","entertaiment","morning",0,1316
5818,"user5818",40,"female","tablet","top","social media","night",1,1317
8044,"user8044",34,"male","tablet","bottom","entertaiment","morning",0,1318
9905,"user9905",40,"non-binary","tablet","top","entertainment","night",1,1319
468,"user468",33,"female","desktop","bottom","entertaiment","morning",0,1324
7541,"user7541",47,"female","mobile","top","entertaiment","afternoon",0,1325
7470,"user7470",40,"female","desktop","side","news","afternoon",0,1327
9644,"user9644",27,"female","desktop","bottom","social media","morning",0,1330
1820,"user1820",40,"non-binary","tablet","bottom","entertaiment","morning",0,1331
775,"user775",40,"female","mobile","top","shopping","evening",1,1333
2358,"user2358",28,"female","desktop","side","shopping","morning",0,1336
9791,"user9791",61,"female","desktop","bottom","entertaiment","afternoon",0,1338
1755,"user1755",40,"non-binary","tablet","bottom","news","evening",1,1339
3934,"user3934",40,"non-binary","desktop","side","entertaiment","evening",0,1341
4348,"user4348",62,"female","desktop","top","shopping","afternoon",1,1342
4944,"user4944",40,"female","tablet","side","education","afternoon",0,1343
1878,"user1878",40,"male","tablet","bottom","entertaiment","morning",0,1345
5699,"user5699",19,"female","tablet","top","entertaiment","morning",1,1346
3126,"user3126",18,"female","mobile","bottom","education","night",0,1350
9868,"user9868",45,"female","desktop","top","entertaiment","afternoon",0,1354
1546,"user1546",40,"female","tablet","side","entertainment","afternoon",0,1357
3020,"user3020",40,"female","desktop","bottom","entertaiment","morning",0,1360
6991,"user6991",36,"female","desktop","side","entertainment","afternoon",0,1366
9781,"user9781",44,"female","desktop","side","education","afternoon",0,1367
3915,"user3915",40,"female","desktop","side","entertaiment","evening",1,1369
4610,"user4610",40,"female","desktop","bottom","entertaiment","night",0,1370
7099,"user7099",22,"female","mobile","top","entertaiment","evening",1,1371
9077,"user9077",56,"female","mobile","bottom","social media","morning",0,1375
5209,"user5209",63,"female","mobile","side","entertaiment","morning",0,1377
4894,"user4894",40,"female","desktop","side","entertaiment","night",0,1378
1372,"user1372",51,"non-binary","tablet","top","entertaiment","evening",0,1381
6653,"user6653",57,"female","desktop","top","entertaiment","night",0,1382
2488,"user2488",25,"female","mobile","side","entertainment","morning",0,1383
5579,"user5579",40,"non-binary","mobile","side","shopping","evening",1,1384
4493,"user4493",40,"male","tablet","side","entertaiment","night",0,1386
1122,"user1122",49,"non-binary","tablet","top","entertaiment","morning",1,1387
2903,"user2903",47,"female","desktop","side","education","morning",0,1389
2384,"user2384",37,"non-binary","desktop","side","education","afternoon",0,1393
6066,"user6066",40,"female","desktop","side","news","evening",1,1397
7995,"user7995",38,"female","tablet","bottom","entertaiment","morning",0,1398
9530,"user9530",45,"non-binary","desktop","bottom","education","afternoon",0,1399
2530,"user2530",37,"female","desktop","top","entertaiment","afternoon",0,1401
3730,"user3730",40,"female","desktop","bottom","social media","night",0,1402
4871,"user4871",58,"female","desktop","side","entertaiment","night",1,1403
9755,"user9755",40,"female","desktop","bottom","entertaiment","morning",0,1405
1283,"user1283",57,"male","mobile","top","social media","afternoon",0,1409
3908,"user3908",50,"female","desktop","bottom","entertaiment","evening",1,1412
9018,"user9018",40,"non-binary","tablet","bottom","entertaiment","morning",0,1415
3324,"user3324",22,"female","tablet","top","entertainment","evening",0,1418
1143,"user1143",40,"female","mobile","top","entertaiment","night",0,1419
2057,"user2057",33,"non-binary","mobile","bottom","entertaiment","morning",0,1422
7491,"user7491",28,"female","mobile","bottom","education","afternoon",0,1423
504,"user504",40,"male","desktop","bottom","social media","afternoon",0,1428
7785,"user7785",40,"male","desktop","bottom","entertaiment","afternoon",0,1430
4313,"user4313",40,"female","mobile","side","entertaiment","morning",0,1435
4750,"user4750",40,"male","desktop","bottom","entertaiment","morning",0,1442
4098,"user4098",40,"female","desktop","bottom","entertainment","morning",0,1443
5118,"user5118",63,"female","tablet","top","entertaiment","evening",0,1446
5914,"user5914",40,"female","tablet","bottom","entertaiment","afternoon",0,1447
5793,"user5793",40,"female","mobile","top","entertaiment","morning",0,1448
3979,"user3979",63,"non-binary","desktop","side","entertaiment","morning",0,1450
5288,"user5288",43,"female","mobile","top","news","evening",0,1451
5272,"user5272",40,"female","tablet","side","entertaiment","evening",0,1452
6337,"user6337",40,"female","mobile","top","social media","night",1,1454
3574,"user3574",40,"female","tablet","top","entertainment","evening",1,1456
923,"user923",35,"female","desktop","bottom","entertaiment","morning",0,1460
7815,"user7815",40,"non-binary","desktop","bottom","news","evening",0,1461
6932,"user6932",40,"male","mobile","bottom","education","night",0,1464
4076,"user4076",40,"female","desktop","bottom","entertainment","morning",0,1466
1623,"user1623",50,"female","mobile","bottom","entertaiment","morning",0,1469
9599,"user9599",40,"female","desktop","side","entertainment","evening",0,1477
760,"user760",40,"non-binary","tablet","bottom","entertaiment","afternoon",0,1478
878,"user878",40,"female","tablet","bottom","entertainment","morning",0,1480
6409,"user6409",52,"male","desktop","top","entertaiment","night",1,1482
9677,"user9677",39,"non-binary","mobile","bottom","education","night",0,1483
1304,"user1304",22,"male","desktop","bottom","entertaiment","evening",0,1484
6495,"user6495",40,"non-binary","tablet","bottom","education","afternoon",1,1488
3037,"user3037",36,"male","mobile","side","shopping","morning",1,1492
7196,"user7196",20,"female","tablet","side","entertaiment","night",0,1494
2604,"user2604",40,"female","desktop","top","entertaiment","afternoon",0,1496
6590,"user6590",40,"female","desktop","bottom","news","night",0,1499
4694,"user4694",29,"female","mobile","top","entertainment","afternoon",0,1500
7151,"user7151",40,"non-binary","tablet","side","news","morning",1,1501
5285,"user5285",62,"female","mobile","top","entertaiment","morning",0,1503
6194,"user6194",40,"female","desktop","top","entertaiment","evening",0,1506
6560,"user6560",40,"female","desktop","bottom","news","morning",0,1510
1706,"user1706",40,"female","tablet","bottom","shopping","night",1,1512
9130,"user9130",40,"female","desktop","bottom","shopping","afternoon",0,1515
2332,"user2332",40,"non-binary","mobile","top","social media","night",0,1518
4747,"user4747",57,"female","mobile","bottom","social media","morning",0,1520
444,"user444",53,"non-binary","desktop","bottom","entertaiment","evening",0,1522
147,"user147",42,"female","desktop","top","shopping","night",0,1523
1586,"user1586",38,"non-binary","desktop","top","shopping","night",1,1524
8345,"user8345",60,"male","desktop","top","entertaiment","afternoon",0,1525
8949,"user8949",26,"female","mobile","side","entertaiment","night",1,1526
8198,"user8198",40,"non-binary","mobile","side","entertaiment","morning",0,1528
2017,"user2017",40,"male","tablet","bottom","shopping","evening",1,1530
1837,"user1837",23,"female","desktop","top","social media","morning",0,1531
3729,"user3729",31,"female","desktop","top","entertaiment","morning",0,1532
4215,"user4215",46,"non-binary","desktop","top","entertaiment","morning",0,1533
7003,"user7003",35,"female","desktop","top","education","morning",0,1534
9473,"user9473",38,"female","mobile","bottom","social media","morning",0,1535
7941,"user7941",41,"female","desktop","bottom","entertaiment","afternoon",1,1536
6861,"user6861",40,"non-binary","tablet","side","entertaiment","afternoon",1,1538
1972,"user1972",33,"non-binary","desktop","bottom","entertaiment","night",0,1539
7766,"user7766",40,"female","mobile","top","entertainment","afternoon",1,1542
9423,"user9423",40,"male","desktop","side","entertaiment","morning",0,1544
2597,"user2597",40,"female","mobile","top","shopping","afternoon",0,1545
1250,"user1250",33,"female","desktop","top","entertaiment","morning",0,1546
1730,"user1730",42,"female","tablet","side","entertaiment","morning",0,1548
1091,"user1091",40,"female","desktop","bottom","entertaiment","morning",0,1549
1056,"user1056",40,"male","desktop","top","entertainment","afternoon",0,1551
7570,"user7570",40,"female","desktop","bottom","education","afternoon",0,1552
1216,"user1216",55,"female","mobile","bottom","entertaiment","afternoon",0,1556
2535,"user2535",61,"male","mobile","bottom","shopping","morning",0,1557
7908,"user7908",34,"male","mobile","side","social media","night",0,1559
8886,"user8886",28,"female","tablet","side","entertaiment","morning",0,1565
3393,"user3393",40,"male","tablet","top","entertainment","morning",1,1568
8096,"user8096",49,"female","tablet","side","entertainment","afternoon",0,1570
3768,"user3768",41,"female","desktop","bottom","news","morning",0,1571
5029,"user5029",25,"female","mobile","top","news","night",0,1572
1992,"user1992",40,"female","tablet","bottom","social media","morning",0,1573
6471,"user6471",36,"female","desktop","top","education","evening",0,1577
3291,"user3291",40,"female","mobile","bottom","entertaiment","night",0,1580
445,"user445",40,"female","tablet","bottom","entertaiment","evening",0,1584
896,"user896",55,"non-binary","desktop","bottom","education","morning",0,1587
7322,"user7322",40,"female","desktop","bottom","social media","afternoon",1,1599
319,"user319",40,"female","desktop","bottom","education","evening",0,1602
8716,"user8716",40,"female","mobile","bottom","entertaiment","evening",0,1603
1497,"user1497",26,"female","desktop","top","entertaiment","evening",0,1604
6556,"user6556",40,"female","tablet","bottom","entertaiment","morning",0,1605
6544,"user6544",40,"female","desktop","bottom","entertaiment","morning",0,1608
9555,"user9555",40,"female","tablet","side","entertainment","morning",0,1609
640,"user640",40,"female","desktop","bottom","news","afternoon",0,1615
3323,"user3323",48,"female","tablet","side","entertaiment","afternoon",1,1617
5305,"user5305",31,"female","tablet","bottom","shopping","afternoon",0,1618
5813,"user5813",40,"female","tablet","bottom","entertaiment","afternoon",0,1619
4698,"user4698",40,"female","desktop","side","entertaiment","night",0,1620
3833,"user3833",57,"male","desktop","bottom","entertainment","night",0,1622
7381,"user7381",40,"non-binary","tablet","side","entertaiment","night",0,1625
6074,"user6074",35,"male","mobile","bottom","entertaiment","afternoon",1,1629
4266,"user4266",28,"female","desktop","side","news","morning",1,1631
6300,"user6300",40,"female","tablet","side","entertaiment","night",0,1633
8475,"user8475",40,"non-binary","desktop","bottom","education","evening",0,1638
5589,"user5589",53,"female","tablet","side","entertaiment","evening",0,1641
287,"user287",40,"male","desktop","top","social media","night",0,1642
3540,"user3540",40,"female","mobile","side","entertaiment","night",0,1646
3022,"user3022",37,"non-binary","desktop","bottom","news","evening",0,1647
36,"user36",40,"female","desktop","bottom","news","morning",0,1649
5458,"user5458",41,"non-binary","desktop","bottom","entertaiment","evening",0,1652
4518,"user4518",40,"female","desktop","bottom","social media","night",0,1654
8797,"user8797",26,"female","desktop","top","social media","morning",0,1656
4901,"user4901",38,"female","mobile","top","shopping","evening",0,1657
5796,"user5796",46,"non-binary","mobile","bottom","news","afternoon",1,1658
6511,"user6511",40,"female","mobile","top","social media","morning",0,1659
1918,"user1918",40,"female","desktop","side","shopping","morning",0,1671
4278,"user4278",40,"non-binary","tablet","side","education","night",0,1672
6572,"user6572",40,"non-binary","desktop","side","social media","evening",0,1675
4166,"user4166",33,"male","tablet","top","news","night",0,1676
8255,"user8255",22,"female","mobile","side","entertainment","evening",0,1678
4681,"user4681",41,"female","desktop","bottom","education","night",0,1679
9763,"user9763",40,"female","desktop","bottom","entertainment","evening",0,1680
1279,"user1279",40,"female","desktop","side","entertaiment","morning",0,1682
3960,"user3960",49,"female","desktop","bottom","shopping","night",0,1684
1169,"user1169",40,"non-binary","desktop","side","entertaiment","evening",0,1687
207,"user207",40,"non-binary","desktop","top","education","evening",0,1689
993,"user993",21,"male","desktop","top","news","night",0,1691
7893,"user7893",40,"non-binary","tablet","side","news","morning",0,1693
1589,"user1589",60,"female","mobile","side","shopping","afternoon",0,1694
4912,"user4912",40,"female","desktop","top","social media","morning",0,1696
109,"user109",35,"female","tablet","bottom","social media","morning",0,1698
2727,"user2727",34,"non-binary","mobile","bottom","entertaiment","afternoon",1,1702
1978,"user1978",40,"female","tablet","side","news","evening",0,1703
5605,"user5605",40,"female","mobile","side","social media","evening",0,1706
226,"user226",46,"female","desktop","top","shopping","morning",1,1707
6453,"user6453",40,"non-binary","desktop","bottom","entertainment","evening",0,1709
2137,"user2137",40,"male","tablet","side","news","night",1,1710
9875,"user9875",58,"male","tablet","bottom","entertaiment","morning",0,1713
4457,"user4457",40,"female","desktop","top","news","night",0,1715
2087,"user2087",40,"female","mobile","bottom","social media","night",0,1716
9409,"user9409",40,"female","mobile","top","education","evening",0,1717
5018,"user5018",40,"female","desktop","bottom","shopping","morning",0,1720
8766,"user8766",40,"female","desktop","bottom","entertaiment","evening",0,1727
8281,"user8281",53,"female","mobile","side","social media","morning",0,1729
7241,"user7241",34,"female","tablet","side","news","afternoon",0,1731
5966,"user5966",40,"non-binary","desktop","bottom","entertaiment","morning",0,1732
5197,"user5197",40,"male","mobile","top","entertainment","morning",0,1735
2127,"user2127",40,"non-binary","tablet","side","entertaiment","morning",0,1737
2993,"user2993",40,"female","mobile","bottom","entertaiment","night",0,1738
4059,"user4059",27,"non-binary","desktop","bottom","entertaiment","morning",0,1744
7268,"user7268",28,"female","desktop","bottom","news","evening",1,1745
5214,"user5214",25,"female","tablet","bottom","entertaiment","evening",0,1746
2845,"user2845",64,"female","desktop","bottom","entertaiment","evening",0,1747
1910,"user1910",63,"male","desktop","side","social media","night",1,1751
9306,"user9306",40,"female","tablet","side","entertainment","afternoon",0,1754
1681,"user1681",40,"female","tablet","side","shopping","night",0,1757
4404,"user4404",21,"female","desktop","bottom","social media","morning",0,1758
3070,"user3070",30,"male","desktop","top","entertaiment","afternoon",0,1759
2928,"user2928",43,"non-binary","desktop","side","news","evening",0,1765
4270,"user4270",33,"female","tablet","bottom","education","morning",0,1766
1705,"user1705",40,"female","desktop","bottom","entertaiment","night",0,1767
9129,"user9129",40,"female","desktop","top","entertaiment","morning",0,1771
1529,"user1529",20,"female","mobile","top","entertainment","afternoon",1,1772
8973,"user8973",26,"male","tablet","side","entertaiment","night",0,1777
5980,"user5980",40,"female","desktop","side","entertaiment","morning",1,1778
4137,"user4137",40,"female","mobile","top","entertaiment","morning",0,1779
2942,"user2942",40,"non-binary","mobile","bottom","social media","morning",0,1782
98,"user98",58,"female","mobile","bottom","entertaiment","night",0,1787
9330,"user9330",40,"female","mobile","bottom","entertaiment","evening",0,1791
4284,"user4284",40,"non-binary","tablet","side","entertaiment","afternoon",0,1793
5041,"user5041",59,"male","desktop","side","shopping","evening",0,1796
940,"user940",40,"female","desktop","side","shopping","afternoon",0,1799
1905,"user1905",62,"female","mobile","bottom","education","night",1,1800
8199,"user8199",40,"female","tablet","side","education","afternoon",0,1804
2044,"user2044",31,"female","mobile","top","news","evening",1,1811
9183,"user9183",45,"female","mobile","bottom","entertaiment","evening",0,1813
8353,"user8353",40,"female","desktop","bottom","entertaiment","evening",1,1815
8690,"user8690",63,"female","mobile","top","social media","morning",0,1816
4169,"user4169",40,"male","tablet","bottom","education","night",0,1817
2744,"user2744",43,"male","desktop","side","entertaiment","night",0,1820
7449,"user7449",19,"female","tablet","side","shopping","morning",0,1821
703,"user703",40,"female","mobile","side","entertaiment","evening",0,1823
8097,"user8097",30,"non-binary","tablet","side","social media","evening",1,1828
8747,"user8747",30,"female","desktop","bottom","entertaiment","night",0,1829
9928,"user9928",50,"female","mobile","top","education","morning",0,1832
1425,"user1425",26,"non-binary","desktop","bottom","entertaiment","evening",0,1834
5289,"user5289",39,"male","mobile","top","entertaiment","evening",0,1836
1641,"user1641",40,"female","desktop","bottom","news","afternoon",0,1837
3450,"user3450",40,"non-binary","tablet","side","news","morning",0,1840
7223,"user7223",25,"female","tablet","side","entertaiment","evening",0,1847
9707,"user9707",23,"female","desktop","top","shopping","night",0,1848
1913,"user1913",53,"male","desktop","side","education","night",0,1851
3001,"user3001",23,"female","desktop","top","entertaiment","morning",0,1855
1721,"user1721",34,"non-binary","mobile","bottom","social media","afternoon",1,1856
8660,"user8660",21,"non-binary","desktop","top","news","evening",0,1857
6651,"user6651",57,"female","desktop","bottom","entertaiment","afternoon",0,1859
5090,"user5090",40,"non-binary","tablet","top","entertaiment","evening",0,1860
3876,"user3876",33,"female","desktop","bottom","entertaiment","morning",0,1861
1613,"user1613",60,"female","mobile","side","entertaiment","morning",0,1862
138,"user138",21,"female","desktop","side","entertaiment","morning",0,1864
5577,"user5577",43,"non-binary","desktop","side","entertaiment","evening",0,1866
143,"user143",40,"female","mobile","top","entertainment","night",0,1868
2326,"user2326",50,"female","tablet","side","entertainment","morning",0,1870
4740,"user4740",47,"female","tablet","bottom","entertaiment","morning",0,1872
1967,"user1967",40,"female","desktop","bottom","entertaiment","evening",0,1873
8418,"user8418",40,"female","desktop","top","entertaiment","night",0,1875
110,"user110",22,"female","desktop","bottom","news","afternoon",0,1876
23,"user23",30,"male","mobile","side","shopping","morning",0,1877
3647,"user3647",23,"male","desktop","bottom","entertaiment","night",0,1878
7675,"user7675",63,"female","mobile","side","entertaiment","afternoon",0,1879
8061,"user8061",40,"female","tablet","side","entertaiment","night",0,1881
6435,"user6435",40,"male","desktop","top","entertaiment","morning",0,1884
1162,"user1162",40,"female","tablet","bottom","entertainment","morning",0,1886
3742,"user3742",40,"female","desktop","bottom","entertaiment","morning",0,1896
5081,"user5081",48,"female","desktop","top","entertaiment","night",0,1898
4087,"user4087",40,"non-binary","desktop","top","social media","evening",0,1906
4481,"user4481",40,"non-binary","tablet","side","entertaiment","morning",0,1910
3546,"user3546",40,"non-binary","mobile","side","entertaiment","night",0,1914
4363,"user4363",18,"female","mobile","bottom","entertainment","night",0,1915
5707,"user5707",34,"non-binary","mobile","side","social media","afternoon",0,1916
6287,"user6287",40,"female","tablet","bottom","entertaiment","morning",1,1917
2093,"user2093",40,"male","mobile","side","entertaiment","afternoon",0,1918
9906,"user9906",40,"male","desktop","side","education","night",0,1919
5368,"user5368",40,"female","tablet","bottom","entertaiment","night",0,1920
3440,"user3440",40,"female","desktop","bottom","entertaiment","evening",0,1922
9022,"user9022",40,"male","tablet","bottom","entertaiment","night",0,1927
4114,"user4114",38,"non-binary","desktop","top","entertainment","morning",0,1928
9172,"user9172",60,"female","mobile","bottom","entertaiment","evening",0,1929
4057,"user4057",40,"female","desktop","side","education","evening",1,1930
4732,"user4732",37,"female","tablet","bottom","entertaiment","evening",0,1931
474,"user474",57,"female","desktop","bottom","entertaiment","evening",0,1934
7154,"user7154",44,"female","desktop","bottom","entertaiment","night",0,1937
7968,"user7968",40,"female","mobile","top","entertaiment","night",0,1938
4650,"user4650",40,"female","desktop","top","entertaiment","night",0,1939
6886,"user6886",43,"male","mobile","bottom","entertaiment","evening",1,1941
9786,"user9786",24,"non-binary","desktop","top","shopping","afternoon",0,1943
6239,"user6239",40,"non-binary","tablet","bottom","news","afternoon",0,1945
5000,"user5000",57,"female","tablet","top","education","afternoon",0,1946
1391,"user1391",23,"female","desktop","bottom","shopping","afternoon",0,1949
7990,"user7990",40,"female","desktop","side","social media","morning",0,1951
669,"user669",40,"female","desktop","bottom","news","afternoon",0,1953
9092,"user9092",40,"female","mobile","bottom","news","morning",0,1959
2211,"user2211",46,"female","mobile","bottom","social media","night",0,1962
9425,"user9425",56,"female","tablet","bottom","social media","afternoon",0,1964
2282,"user2282",50,"female","tablet","top","entertaiment","evening",0,1965
784,"user784",56,"non-binary","desktop","top","entertaiment","morning",0,1966
9367,"user9367",21,"male","mobile","bottom","social media","morning",0,1967
969,"user969",40,"male","desktop","bottom","entertainment","morning",0,1968
7720,"user7720",46,"female","tablet","top","social media","morning",0,1969
2249,"user2249",40,"female","tablet","bottom","entertaiment","evening",0,1972
3940,"user3940",21,"female","desktop","bottom","entertaiment","morning",0,1977
2405,"user2405",40,"female","desktop","bottom","entertaiment","morning",0,1980
8119,"user8119",40,"non-binary","mobile","bottom","social media","morning",0,1982
3558,"user3558",38,"female","desktop","bottom","entertaiment","morning",0,1983
1466,"user1466",21,"female","desktop","side","education","morning",0,1984
5414,"user5414",40,"female","desktop","bottom","entertainment","evening",1,1985
9793,"user9793",43,"female","tablet","top","entertaiment","evening",0,1987
4144,"user4144",40,"male","tablet","bottom","entertaiment","morning",0,1991
9070,"user9070",40,"non-binary","tablet","bottom","entertaiment","morning",1,1995
3751,"user3751",40,"non-binary","mobile","side","entertaiment","night",0,1997
6867,"user6867",54,"female","mobile","bottom","news","morning",0,2000
6768,"user6768",53,"male","mobile","side","shopping","morning",0,2004
7759,"user7759",45,"non-binary","mobile","bottom","entertaiment","morning",0,2006
9554,"user9554",40,"male","tablet","side","entertaiment","night",0,2008
9558,"user9558",40,"male","tablet","side","news","evening",0,2010
620,"user620",40,"non-binary","mobile","bottom","entertaiment","morning",0,2012
9766,"user9766",31,"male","desktop","bottom","shopping","evening",1,2013
3371,"user3371",25,"male","desktop","bottom","education","morning",0,2014
9949,"user9949",39,"female","desktop","bottom","social media","morning",0,2015
9953,"user9953",40,"female","mobile","bottom","social media","night",0,2017
9050,"user9050",40,"female","desktop","bottom","entertaiment","night",0,2021
9174,"user9174",49,"female","desktop","bottom","entertaiment","evening",0,2024
1858,"user1858",39,"non-binary","desktop","bottom","entertaiment","morning",0,2026
1776,"user1776",39,"female","mobile","bottom","entertaiment","morning",0,2027
7745,"user7745",40,"female","desktop","top","education","afternoon",0,2028
6378,"user6378",51,"female","desktop","bottom","entertaiment","evening",0,2032
8114,"user8114",40,"female","tablet","bottom","entertaiment","afternoon",0,2035
1935,"user1935",30,"female","desktop","bottom","entertainment","afternoon",1,2037
3875,"user3875",40,"non-binary","mobile","bottom","shopping","evening",0,2038
7007,"user7007",40,"non-binary","tablet","bottom","news","afternoon",0,2041
1606,"user1606",40,"male","mobile","bottom","education","afternoon",0,2043
190,"user190",40,"female","mobile","top","entertainment","night",0,2047
4963,"user4963",40,"female","desktop","top","social media","night",0,2055
1651,"user1651",35,"non-binary","mobile","side","entertaiment","afternoon",0,2059
6527,"user6527",40,"female","desktop","side","entertaiment","evening",0,2063
2346,"user2346",40,"non-binary","mobile","bottom","entertaiment","morning",0,2065
3943,"user3943",45,"female","desktop","side","social media","afternoon",0,2066
6581,"user6581",33,"female","mobile","bottom","news","night",1,2068
8196,"user8196",40,"female","desktop","bottom","shopping","evening",0,2069
7420,"user7420",44,"male","mobile","top","entertaiment","night",0,2072
5066,"user5066",46,"non-binary","mobile","side","entertaiment","morning",1,2076
8049,"user8049",40,"male","desktop","top","education","evening",0,2081
8729,"user8729",40,"non-binary","desktop","side","entertaiment","afternoon",0,2083
680,"user680",40,"male","mobile","bottom","news","night",0,2084
985,"user985",46,"male","desktop","top","shopping","afternoon",0,2085
82,"user82",40,"female","mobile","side","entertaiment","evening",0,2086
8144,"user8144",64,"female","tablet","bottom","news","morning",0,2089
2150,"user2150",39,"female","mobile","top","entertaiment","night",0,2090
8701,"user8701",40,"female","desktop","top","entertaiment","evening",0,2091
7138,"user7138",26,"male","tablet","top","social media","night",1,2101
5105,"user5105",64,"male","tablet","top","entertainment","morning",0,2105
4675,"user4675",40,"female","tablet","top","education","night",0,2106
1653,"user1653",37,"non-binary","mobile","top","news","evening",0,2109
764,"user764",40,"male","mobile","bottom","entertaiment","morning",0,2111
4459,"user4459",40,"non-binary","desktop","top","entertaiment","afternoon",0,2112
6457,"user6457",51,"male","desktop","side","entertaiment","afternoon",0,2117
9690,"user9690",40,"female","tablet","side","entertaiment","night",0,2118
8916,"user8916",40,"male","tablet","bottom","education","morning",0,2123
6869,"user6869",40,"female","desktop","bottom","shopping","morning",0,2125
9805,"user9805",47,"female","desktop","bottom","entertaiment","evening",0,2126
9180,"user9180",52,"female","desktop","bottom","education","night",0,2128
8809,"user8809",42,"female","desktop","side","social media","morning",0,2129
7516,"user7516",40,"female","desktop","side","entertainment","evening",0,2130
3117,"user3117",21,"female","tablet","bottom","entertaiment","afternoon",1,2131
9472,"user9472",25,"male","mobile","bottom","shopping","evening",0,2134
8972,"user8972",40,"female","tablet","bottom","entertaiment","night",0,2135
7505,"user7505",40,"female","desktop","top","entertaiment","afternoon",0,2137
3071,"user3071",39,"female","desktop","top","entertaiment","evening",0,2138
5543,"user5543",40,"non-binary","desktop","bottom","entertaiment","afternoon",0,2139
6494,"user6494",40,"non-binary","desktop","top","social media","morning",0,2144
2289,"user2289",40,"female","desktop","bottom","shopping","morning",1,2147
9511,"user9511",37,"female","desktop","side","news","evening",0,2150
2425,"user2425",42,"male","tablet","top","entertainment","morning",0,2153
6842,"user6842",37,"female","desktop","side","entertainment","afternoon",0,2154
112,"user112",40,"female","tablet","top","entertaiment","morning",0,2160
4034,"user4034",43,"female","desktop","top","shopping","night",1,2165
4661,"user4661",40,"non-binary","mobile","bottom","entertaiment","night",0,2170
6132,"user6132",40,"non-binary","mobile","bottom","entertaiment","night",0,2171
7619,"user7619",62,"male","desktop","side","news","night",0,2174
8071,"user8071",40,"female","desktop","bottom","entertaiment","morning",0,2178
8906,"user8906",40,"male","desktop","top","shopping","night",1,2183
8965,"user8965",25,"female","mobile","bottom","social media","evening",1,2185
342,"user342",28,"female","mobile","side","entertaiment","morning",0,2187
2309,"user2309",22,"male","tablet","bottom","entertainment","night",1,2189
6155,"user6155",57,"female","tablet","top","news","morning",0,2190
4634,"user4634",40,"non-binary","desktop","side","shopping","afternoon",0,2191
235,"user235",55,"female","mobile","side","entertaiment","morning",0,2192
992,"user992",40,"female","desktop","bottom","education","night",0,2193
3180,"user3180",40,"female","desktop","bottom","entertaiment","morning",0,2195
8631,"user8631",40,"female","desktop","top","entertaiment","morning",1,2201
9148,"user9148",19,"female","mobile","bottom","entertaiment","morning",0,2202
7064,"user7064",61,"male","tablet","side","entertaiment","night",0,2210
4325,"user4325",40,"male","tablet","side","shopping","morning",0,2217
8750,"user8750",40,"female","desktop","top","social media","morning",0,2218
4140,"user4140",40,"female","mobile","top","entertaiment","morning",0,2219
7533,"user7533",40,"female","tablet","side","shopping","night",0,2222
7544,"user7544",40,"female","mobile","top","news","afternoon",1,2224
5266,"user5266",55,"non-binary","desktop","bottom","entertaiment","night",0,2226
3343,"user3343",39,"non-binary","tablet","top","entertaiment","morning",0,2228
1229,"user1229",22,"female","desktop","bottom","entertainment","morning",0,2229
8493,"user8493",40,"female","mobile","side","entertaiment","morning",0,2230
4092,"user4092",47,"female","mobile","top","shopping","night",0,2231
3741,"user3741",40,"female","desktop","bottom","social media","evening",0,2234
9234,"user9234",20,"male","desktop","bottom","entertaiment","morning",1,2235
9267,"user9267",20,"female","desktop","top","entertaiment","morning",1,2236
5869,"user5869",40,"female","desktop","bottom","entertaiment","evening",0,2238
5119,"user5119",40,"female","desktop","bottom","entertainment","morning",0,2240
8774,"user8774",40,"female","desktop","top","entertaiment","evening",0,2241
170,"user170",64,"female","desktop","bottom","entertaiment","afternoon",0,2242
7800,"user7800",53,"non-binary","desktop","bottom","news","night",0,2244
323,"user323",40,"female","desktop","top","education","afternoon",0,2246
5421,"user5421",47,"non-binary","desktop","bottom","entertaiment","morning",0,2249
